city,state,zip_code,latitude,longitude
Abbeville,LA,70510,29.972971,-92.095051
Aberdeen,MD,21001,39.49498,-76.177507
Aberdeen,NC,28315,35.159693,-79.424516
Aberdeen,SD,57401,45.456105,-98.436532
Aberdeen,WA,98520,46.975337,-123.806587
Abilene,TX,79601,32.473542,-99.738532
Abilene,TX,79601,32.48087,-99.698021
Abilene,TX,79606,32.41097,-99.781732
Abingdon,MD,21009,39.4621,-76.3147
Abingdon,VA,24211,36.714643,-81.927722
Abington,MA,2351,42.096281,-70.968603
Acworth,GA,30101,34.048696,-84.698029
Ada,OK,74820,34.789127,-96.65614
Addison,IL,60101,41.949795,-88.033948
Adel,GA,31620,31.133256,-83.440227
Adrian,MI,49221,41.872722,-84.031302
Ahoskie,NC,27910,36.2650989,-76.968785
Aiken,SC,29801,33.561222,-81.767261
Aiken,SC,29803,33.518173,-81.71954
Akron,OH,44312,40.992609,-81.489153
Alabaster,AL,35007,33.212574,-86.828967
Alabaster,AL,35007,33.2355308,-86.801229
Alameda,NM,87114,35.180495,-106.68984
Alamo,TX,78516,26.191058,-98.131301
Alamogordo,NM,88310,32.887165,-105.957543
Alamogordo,NM,88310,32.916186,-105.930871
Alamosa,CO,81101,37.482281,-105.904108
Albany,GA,31701,31.613341,-84.174185
Albany,GA,31705,31.578974,-84.086699
Albany,GA,31707,31.583836,-84.218466
Albany,GA,31707,31.624849,-84.213742
Albany,NY,12205,42.694877,-73.847121
Albany,OR,97322,44.627025,-123.051328
Albemarle,NC,28001,35.339904,-80.175704
Albert Lea,MN,56007,43.664017,-93.325601
Albion,NY,14411,43.234153,-78.226188
Albuquerque,NM,87108,35.076253,-106.587623
Albuquerque,NM,87110,35.104694,-106.592207
Albuquerque,NM,87110,35.111968,-106.608114
Albuquerque,NM,87111,35.129841,-106.516849
Albuquerque,NM,87111,35.144791,-106.549888
Albuquerque,NM,87112,35.1068343,-106.5485899
Albuquerque,NM,87112,35.109522,-106.517784
Albuquerque,NM,87114,35.204341,-106.656674
Albuquerque,NM,87120,35.103046,-106.727972
Albuquerque,NM,87120,35.110211,-106.700726
Albuquerque,NM,87121,35.02609,-106.710858
Albuquerque,NM,87121,35.054712,-106.739343
Albuquerque,NM,87123,35.079638,-106.52942
Alcoa,TN,37701,35.771244,-83.99179
Aledo,IL,61231,41.197904,-90.731953
Alexander City,AL,35010,32.941317,-85.975832
Alexandria,KY,41001,38.988376,-84.401131
Alexandria,LA,71301,31.270914,-92.487231
Alexandria,LA,71301,31.278583,-92.451864
Alexandria,LA,71303,31.292001,-92.513688
Alexandria,MN,56308,45.84835,-95.382454
Alexandria,VA,22306,38.74376,-77.087484
Alexandria,VA,22306,38.780009,-77.076589
Alexandria,VA,22315,38.76932,-77.136059
Algonquin,IL,60102,42.155217,-88.339729
Algood,TN,38506,36.185896,-85.45941
Alice,TX,78332,27.769731,-98.043504
Allen,TX,75002,33.113843,-96.629614
Allen,TX,75013,33.119662,-96.672346
Allentown,PA,18106,40.553855,-75.578777
Alliance,OH,44601,40.900025,-81.160834
Alma,AR,72921,35.479083,-94.22879
Alma,MI,48801,43.4034976,-84.6641673
Alpena,MI,49707,45.064045,-83.476707
Alpharetta,GA,30004,34.093816,-84.274352
Alpharetta,GA,30004,34.150322,-84.24936
Altamonte Springs,FL,32714,28.659911,-81.421139
Altavista,VA,24517,37.143352,-79.269885
Altoona,IA,50009,41.647019,-93.504868
Altoona,PA,16601,40.455457,-78.405524
Altus,OK,73521,34.664235,-99.331291
Alva,OK,73717,36.79952,-98.645026
Alvin,TX,77511,29.421683,-95.230798
Amarillo,TX,79103,35.18974,-101.793388
Amarillo,TX,79106,35.2123619,-101.9077642
Amarillo,TX,79109,35.130745,-101.919062
Amarillo,TX,79110,35.148251,-101.866919
Amarillo,TX,79110,35.170127,-101.862826
Amarillo,TX,79118,35.1796193,-101.8153801
Amarillo,TX,79119,35.159637,-101.923511
Amelia,OH,45102,39.015221,-84.19885
American Canyon,CA,94503,38.182987,-122.252632
American Fork,UT,84003,40.384789,-111.825124
Americus,GA,31709,32.060471,-84.202197
Ames,IA,50010,42.016177,-93.606956
Ames,IA,50010,42.052095,-93.62269
Amherst,NH,3031,42.809386,-71.579488
Amherst,NY,14226,42.982385,-78.811839
Amite,LA,70422,30.729012,-90.529634
Ammon,ID,83406,43.486775,-111.980728
Amory,MS,38821,33.968526,-88.457017
Amsterdam,NY,12010,42.964506,-74.183699
Anadarko,OK,73005,35.060053,-98.262377
Anaheim,CA,92801,33.833236,-117.995057
Anaheim,CA,92801,33.8363,-117.938
Anaheim,CA,92801,33.857602,-117.918796
Anaheim,CA,92805,33.819473,-117.908042
Anamosa,IA,52205,42.099218,-91.264296
Anchorage,AK,99503,61.192213,-149.879549
Anchorage,AK,99504,61.211988,-149.743184
Anchorage,AK,99515,61.140195,-149.869863
Andalusia,AL,36420,31.32176,-86.444966
Anderson,CA,96007,40.431344,-122.289703
Anderson,IN,46013,40.0644809,-85.6496235
Anderson,SC,29621,34.54509,-82.632837
Anderson,SC,29621,34.554437,-82.6786822
Anderson,SC,29624,34.487945,-82.678139
Andover,MN,55304,45.221466,-93.31249
Angleton,TX,77515,29.184128,-95.435889
Angola,IN,46703,41.661572,-84.995594
Ankeny,IA,50021,41.70526,-93.585035
Anna,IL,62906,37.461908,-89.222998
Anna,TX,75409,33.347947,-96.582282
Anniston,AL,36206,33.720093,-85.820134
Antelope,CA,95843,38.712775,-121.394667
Anthem,AZ,85086,33.869614,-112.154941
Antigo,WI,54409,45.163307,-89.142687
Antioch,CA,94531,37.96348,-121.761615
Antioch,IL,60002,42.46902,-88.064689
Antioch,TN,37013,36.060947,-86.629219
Apache Junction,AZ,85120,33.413821,-111.5753437
Apex,NC,27502,35.714892,-78.842835
Apopka,FL,32703,28.6495856,-81.4692986
Apple Valley,CA,92307,34.525592,-117.223224
Apple Valley,MN,55124,44.734376,-93.224698
Appleton,WI,54913,44.269065,-88.480079
Appleton,WI,54915,44.241019,-88.351479
Appomattox,VA,24522,37.36605,-78.841193
Arab,AL,35016,34.341887,-86.500136
Aransas Pass,TX,78336,27.92242,-97.176221
Arbutus,MD,21227,39.248504,-76.66744
Arcadia,FL,34266,27.206591,-81.829165
Archdale,NC,27263,35.898133,-79.946037
Arden,NC,28704,35.456323,-82.523452
Ardmore,OK,73401,34.193239,-97.145321
Arkadelphia,AR,71923,34.119797,-93.096488
Arkansas City,KS,67005,37.089881,-97.043155
Arlington,TX,76011,32.750915,-97.095455
Arlington,TX,76011,32.768129,-97.095414
Arlington,TX,76017,32.645794,-97.1176
Arlington,TX,76017,32.659469,-97.165234
Arlington,TX,76017,32.666757,-97.209309
Arlington,TX,76017,32.66855,-97.131791
Arlington,WA,98223,48.150446,-122.17533
Arnold,MO,63010,38.436729,-90.377786
Arroyo Grande,CA,93420,35.1289517,-120.5977084
Artesia,NM,88210,32.847687,-104.426641
Arvada,CO,80002,39.800682,-105.103991
Ash Flat,AR,72513,36.241189,-91.596294
Ashdown,AR,71822,33.657167,-94.10924
Asheboro,NC,27203,35.692223,-79.789581
Asheville,NC,28803,35.513384,-82.523683
Asheville,NC,28805,35.577077,-82.516228
Ashland,KY,41101,38.485575,-82.658168
Ashland,KY,41102,38.388444,-82.7113
Ashland,OH,44805,40.862191,-82.271284
Ashland,VA,23005,37.693228,-77.439732
Ashland,VA,23005,37.755204,-77.459698
Ashland,WI,54806,46.603347,-90.850498
Ashland City,TN,37015,36.247874,-87.032526
Ashtabula,OH,44004,41.883457,-80.749532
Atchison,KS,66002,39.540389,-95.129139
Athens,AL,35611,34.78855,-86.958843
Athens,GA,30605,33.934232,-83.30886
Athens,GA,30606,33.919842,-83.445494
Athens,GA,30606,33.943652,-83.444484
Athens,OH,45701,39.3355905,-82.0670162
Athens,TN,37303,35.4528545,-84.6315904
Athens,TX,75751,32.210394,-95.832943
Atlanta,GA,30314,33.755828,-84.413627
Atlanta,GA,30316,33.719115,-84.312878
Atlanta,GA,30318,33.803041,-84.411781
Atlanta,GA,30331,33.72837,-84.507908
Atlanta,GA,30354,33.6562283,-84.4240045
Atlanta,TX,75551,33.115504,-94.184857
Atlantic,IA,50022,41.401589,-94.98601
Atmore,AL,36502,31.0379679,-87.4951729
Atoka,OK,74525,34.3662191,-96.1426364
Attalla,AL,35954,33.993612,-86.093629
Atwater,CA,95301,37.340296,-120.609275
Auburn,AL,36830,32.624746,-85.450252
Auburn,AL,36832,32.570858,-85.49657
Auburn,AL,36832,32.630388,-85.495491
Auburn,IN,46706,41.362476,-85.080495
Auburn,ME,4210,44.11765,-70.238202
Auburn,NY,13021,42.9540567,-76.5481535
Auburn,WA,98001,47.301493,-122.240883
Auburndale,FL,33823,28.060008,-81.816058
Audubon,NJ,8106,39.8920839,-75.084103
Augusta,GA,30906,33.424433,-82.062901
Augusta,GA,30907,33.493626,-82.135999
Augusta,GA,30907,33.504905,-82.086122
Augusta,GA,30909,33.466742,-82.070236
Augusta,KS,67010,37.677977,-96.987658
Augusta,ME,4330,44.343123,-69.789861
Aurora,CO,80010,39.739322,-104.867555
Aurora,CO,80011,39.761672,-104.774366
Aurora,CO,80012,39.701967,-104.826211
Aurora,CO,80014,39.673462,-104.811188
Aurora,CO,80015,39.6139062,-104.8114187
Aurora,CO,80015,39.640148,-104.737674
Aurora,CO,80016,39.606306,-104.704719
Aurora,IL,60502,41.81566,-88.283176
Aurora,IN,47001,39.079977,-84.888781
Aurora,MO,65605,36.946462,-93.714993
Aurora,OH,44202,41.350167,-81.389802
Austell,GA,30106,33.85557,-84.58697
Austin,MN,55912,43.6878184,-92.9872555
Austin,TX,78704,30.221033,-97.753926
Austin,TX,78717,30.46707,-97.78924
Austin,TX,78735,30.2322111,-97.8232981
Austin,TX,78748,30.165078,-97.790515
Austin,TX,78753,30.339335,-97.689745
Austin,TX,78753,30.41371,-97.676453
Austin,TX,78757,30.355509,-97.734896
Austintown,OH,44515,41.097454,-80.774023
Ava,MO,65608,36.959408,-92.676527
Avon,CO,81620,39.628054,-106.500249
Avon,CT,6001,41.810565,-72.853767
Avon,IN,46123,39.766292,-86.35472
Avon,MA,2322,42.121102,-71.030085
Avon,OH,44011,41.466259,-82.015964
Avon Park,FL,33825,27.608819,-81.517586
Avondale,AZ,85392,33.459141,-112.3381
Azle,TX,76020,32.904316,-97.546277
Bad Axe,MI,48413,43.817639,-83.005695
Bainbridge,GA,39819,30.889931,-84.571098
Baker,LA,70714,30.580162,-91.131267
Bakersfield,CA,93306,35.391531,-118.960829
Bakersfield,CA,93307,35.298796,-119.029215
Bakersfield,CA,93307,35.353387,-118.947601
Bakersfield,CA,93308,35.434523,-119.022288
Bakersfield,CA,93312,35.370037,-119.147611
Bakersfield,CA,93312,35.386354,-119.095662
Bakersfield,CA,93312,35.411874,-119.112528
Bakersfield,CA,93313,35.308793,-119.095393
Balch Springs,TX,75180,32.731829,-96.615424
Baldwin Park,CA,91706,34.071943,-117.963494
Ballinger,TX,76821,31.720395,-99.960701
Baltimore,MD,21220,39.336616,-76.400912
Baltimore,MD,21237,39.3373245,-76.4878526
Bangor,ME,4401,44.839916,-68.749406
Baraboo,WI,53913,43.458483,-89.772509
Barboursville,WV,25504,38.421895,-82.256481
Barbourville,KY,40906,36.85829,-83.868434
Barceloneta,PR,617,18.437548,-66.543888
Bardstown,KY,40004,37.799907,-85.436761
Barnwell,SC,29812,33.238248,-81.392282
Barstow,CA,92311,34.882594,-116.991694
Bartlesville,OK,74006,36.740695,-95.931584
Bartlett,TN,38133,35.207083,-89.782679
Bartlett,TN,38135,35.227897,-89.847127
Bartow,FL,33830,27.9070533,-81.8334249
Bastrop,LA,71220,32.775799,-91.870221
Bastrop,TX,78602,30.103372,-97.332537
Batavia,IL,60510,41.8636679,-88.345774
Batavia,NY,14020,43.013638,-78.207967
Batesville,AR,72501,35.762696,-91.614278
Batesville,MS,38606,34.307673,-89.916401
Baton Rouge,LA,70808,30.395741,-91.160018
Baton Rouge,LA,70808,30.4207569,-91.1429412
Baton Rouge,LA,70809,30.37753,-91.06156
Baton Rouge,LA,70810,30.3519322,-91.1098629
Baton Rouge,LA,70815,30.462569,-91.090899
Baton Rouge,LA,70816,30.4098482,-91.0543414
Baton Rouge,LA,70816,30.431024,-91.077884
Baton Rouge,LA,70816,30.43774,-91.004692
Baton Rouge,LA,70817,30.409498,-91.020659
Baton Rouge,LA,70818,30.541743,-91.025189
Baton Rouge,LA,70818,30.547722,-91.055864
Battle Creek,MI,49014,42.257811,-85.177153
Battle Ground,WA,98604,45.772387,-122.549467
Baxley,GA,31513,31.786216,-82.364662
Baxter,MN,56425,46.341881,-94.249555
Bay City,MI,48706,43.625476,-83.897044
Bay City,TX,77414,28.98382,-95.934448
Bay Minette,AL,36507,30.886011,-87.790076
Bayamon,PR,961,18.406899,-66.164946
Bayonne,NJ,7002,40.659918,-74.106726
Baytown,TX,77521,29.7763429,-94.9743933
Baytown,TX,77523,29.8171691,-94.8968336
Beardstown,IL,62618,39.996788,-90.394505
Beatrice,NE,68310,40.303688,-96.744313
Beaufort,SC,29906,32.425554,-80.734093
Beaufort,SC,29907,32.407536,-80.632965
Beaumont,CA,92223,33.925116,-116.9516584
Beaumont,TX,77706,30.12284,-94.16742
Beaver Dam,KY,42320,37.429567,-86.880124
Beaver Dam,WI,53916,43.489327,-88.811465
Beaver Falls,PA,15010,40.782333,-80.383772
Beavercreek,OH,45431,39.772625,-84.055165
Beaverton,OR,97006,45.535437,-122.852691
Beaverton,OR,97008,45.454914,-122.828569
Bechtelsville,PA,19505,40.351079,-75.630465
Beckley,WV,25801,37.754389,-81.222354
Beckley,WV,25801,37.805608,-81.17671
Bedford,IN,47421,38.865459,-86.514975
Bedford,NH,3110,42.96419,-71.485444
Bedford,TX,76021,32.843458,-97.132125
Bedford,TX,76021,32.864121,-97.106123
Bedford,VA,24523,37.325966,-79.49697
Bedford Park,IL,60638,41.765639,-87.745478
Beebe,AR,72012,35.06565,-91.905412
Beeville,TX,78102,28.422051,-97.753283
Belen,NM,87002,34.6971752,-106.7683411
Belle Vernon,PA,15012,40.138708,-79.84555
Bellefontaine,OH,43311,40.3283014,-83.7569547
Belleville,IL,62221,38.522079,-89.922955
Belleville,MI,48111,42.225518,-83.488377
Bellevue,NE,68123,41.116275,-95.942778
Bellevue,NE,68123,41.155655,-95.936667
Bellevue,WA,98006,47.572888,-122.172531
Bellevue,WA,98007,47.608956,-122.139482
Bellingham,MA,2019,42.116233,-71.465242
Bellingham,WA,98226,48.801663,-122.482164
Bellmead,TX,76705,31.5999747,-97.1055235
Belmont,NC,28012,35.255416,-81.035471
Beloit,WI,53511,42.526467,-88.986166
Belton,TX,76513,31.081946,-97.460819
Belvidere,IL,61008,42.238256,-88.817278
Bemidji,MN,56601,47.4966,-94.908205
Benbrook,TX,76126,32.678149,-97.468169
Bend,OR,97702,44.023733,-121.317387
Bennettsville,SC,29512,34.638867,-79.704246
Bennington,VT,5201,42.897885,-73.210877
Bensalem,PA,19053,40.136561,-74.967566
Benson,AZ,85602,31.968821,-110.314252
Benton,AR,72015,34.577533,-92.580065
Benton,IL,62812,38.000853,-88.93678
Benton,KY,42025,36.869615,-88.360427
Benton Harbor,MI,49022,42.077237,-86.425321
Bentonville,AR,72712,36.3342,-94.197125
Bentonville,AR,72712,36.337252,-94.223909
Bentonville,AR,72712,36.354297,-94.171075
Bentonville,AR,72712,36.357486,-94.214669
Bentonville,AR,72712,36.365465,-94.217632
Bentonville,AR,72712,36.368151,-94.224959
Bentonville,AR,72712,36.372286,-94.189049
Bentonville,AR,72712,36.373539,-94.209408
Bentonville,AR,72712,36.389152,-94.219316
Berea,KY,40403,37.565357,-84.312562
Berlin,MD,21811,38.339359,-75.162617
Berlin,VT,5602,44.2161046,-72.5656662
Berlin,WI,54923,43.970627,-88.978984
Bernalillo,NM,87004,35.3200531,-106.5719999
Berryville,AR,72616,36.376273,-93.5870153
Bessemer,AL,35022,33.361719,-87.001921
Bethany,MO,64424,40.262181,-94.017129
Bethel Park,PA,15102,40.33898,-80.023429
Bethlehem,PA,18020,40.672452,-75.342024
Biddeford,ME,4005,43.4743792,-70.4995399
Big Rapids,MI,49307,43.69059,-85.509212
Big Spring,TX,79720,32.227804,-101.467786
Big Stone Gap,VA,24219,36.860033,-82.7574731
Billings,MT,59102,45.758042,-108.57945
Billings,MT,59105,45.82902,-108.467332
Biloxi,MS,39531,30.392334,-88.995008
Biloxi,MS,39531,30.403829,-88.958552
Biloxi,MS,39532,30.443181,-88.945247
Birmingham,AL,35206,33.590204,-86.70022
Birmingham,AL,35209,33.46784,-86.821602
Birmingham,AL,35210,33.528969,-86.720194
Birmingham,AL,35214,33.579201,-86.9243089
Birmingham,AL,35215,33.637368,-86.684495
Birmingham,AL,35235,33.638953,-86.629165
Birmingham,AL,35242,33.421996,-86.67595
Birmingham,AL,35244,33.382356,-86.739176
Biscoe,NC,27209,35.357235,-79.797888
Bismarck,ND,58503,46.857733,-100.768147
Bismarck,ND,58504,46.791635,-100.749948
Black River Falls,WI,54615,44.291594,-90.834535
Blackfoot,ID,83221,43.198681,-112.359444
Blackstone,VA,23824,37.060797,-78.004293
Blackwell,OK,74631,36.810171,-97.297401
Blaine,MN,55014,45.1599696,-93.1597977
Blaine,MN,55434,45.1797455,-93.2390135
Blair,NE,68008,41.526046,-96.140832
Blairsville,GA,30512,34.863923,-83.998011
Blairsville,PA,15717,40.442519,-79.226641
Bloomingdale,IL,60108,41.936421,-88.102649
Bloomington,IL,61705,40.4897474,-89.0415186
Bloomington,IN,47403,39.141343,-86.579988
Bloomington,MN,55420,44.860771,-93.265676
Bloomsburg,PA,17815,41.008702,-76.485292
Blue Ridge,GA,30513,34.877099,-84.325777
Blue Springs,MO,64014,39.024151,-94.25503
Blue Springs,MO,64014,39.037642,-94.2697
Bluefield,VA,24605,37.237732,-81.25417
Bluffton,IN,46714,40.772792,-85.168326
Bluffton,SC,29910,32.259965,-80.854194
Blytheville,AR,72315,35.931083,-89.872175
Boaz,AL,35957,34.214766,-86.153387
Boca Raton,FL,33428,26.348262,-80.200616
Boerne,TX,78006,29.778912,-98.724391
Bogalusa,LA,70427,30.793589,-89.865094
Boiling Springs,SC,29316,35.0525795,-81.9856878
Boise,ID,83704,43.6343486,-116.2760806
Boise,ID,83709,43.592826,-116.284808
Boise,ID,83714,43.66992,-116.283599
Bolingbrook,IL,60440,41.695929,-88.06511
Bolivar,MO,65613,37.591722,-93.403975
Bolivar,TN,38008,35.279842,-89.024623
Bonham,TX,75418,33.596586,-96.194575
Bonner Springs,KS,66012,39.085862,-94.877566
Bonney Lake,WA,98391,47.167646,-122.171764
Boone,IA,50036,42.036646,-93.870081
Boone,NC,28607,36.197033,-81.66002
Booneville,AR,72927,35.1433678,-93.9018368
Booneville,MS,38829,34.677408,-88.56422
Boonton,NJ,7005,40.9070884,-74.4040426
Boonville,IN,47601,38.050712,-87.307191
Boonville,MO,65233,38.951369,-92.739689
Boothwyn,PA,19061,39.852029,-75.448983
Borger,TX,79007,35.654823,-101.411718
Bossier City,LA,71111,32.548268,-93.706324
Bossier City,LA,71111,32.55969,-93.648246
Bossier City,LA,71112,32.479497,-93.679174
Bottineau,ND,58318,48.8185472,-100.4324835
Bourbonnais,IL,60914,41.190112,-87.846595
Boutte,LA,70039,29.904678,-90.372369
Bowie,MD,20716,38.935591,-76.720454
Bowie,TX,76230,33.540549,-97.837408
Bowling Green,KY,42101,36.986766,-86.484034
Bowling Green,KY,42104,36.948807,-86.433446
Bowling Green,MO,63334,39.330546,-91.181652
Bowling Green,OH,43402,41.354048,-83.652427
Boynton Beach,FL,33435,26.492794,-80.063877
Boynton Beach,FL,33436,26.489084,-80.121275
Boynton Beach,FL,33436,26.529016,-80.095769
Boynton Beach,FL,33436,26.529275,-80.1202028
Bozeman,MT,59715,45.694689,-111.042147
Braden River,FL,34203,27.449683,-82.527182
Bradenton,FL,34202,27.436805,-82.457053
Bradenton,FL,34203,27.444798,-82.503907
Bradenton,FL,34208,27.495888,-82.482406
Bradenton,FL,34210,27.460293,-82.615299
Bradford,PA,16701,41.978433,-78.608937
Brady,TX,76825,31.10974,-99.33078
Brandon,FL,33511,27.925393,-82.325385
Brandon,FL,33511,27.925454,-82.270175
Brandon,FL,33511,27.940627,-82.265018
Branford,CT,6405,41.281365,-72.830821
Branson,MO,65616,36.639045,-93.259769
Branson,MO,65616,36.670219,-93.229928
Branson West,MO,65737,36.699744,-93.372305
Brawley,CA,92227,32.962431,-115.545833
Brazil,IN,47834,39.531649,-87.10094
Brea,CA,92821,33.9135102,-117.8653504
Breaux Bridge,LA,70517,30.293263,-91.910347
Breckenridge,TX,76424,32.761895,-98.946751
Bremen,GA,30110,33.70787,-85.163517
Bremerton,WA,98311,47.624868,-122.632771
Brenham,TX,77833,30.139992,-96.393143
Brent,AL,35034,32.963956,-87.171887
Brewer,ME,4412,44.774335,-68.732304
Brewton,AL,36426,31.148441,-87.063735
Brick,NJ,8724,40.072671,-74.124801
Bridge City,TX,77611,30.024796,-93.844527
Bridgeton,MO,63044,38.744895,-90.418728
Bridgeton,NJ,8302,39.466738,-75.208917
Bridgeview,IL,60455,41.706569,-87.800466
Brighton,CO,80601,39.969622,-104.82389
Brighton,CO,80602,39.931149,-104.905963
Bristol,CT,6010,41.697557,-72.897663
Bristol,TN,37620,36.545412,-82.235082
Bristol,VA,24202,36.634933,-82.124334
Bristow,OK,74010,35.844007,-96.394808
Brockport,NY,14420,43.196977,-77.927723
Brockton,MA,2301,42.0980861,-71.0567099
Broken Arrow,OK,74011,35.991653,-95.800655
Broken Arrow,OK,74012,36.033353,-95.799143
Broken Arrow,OK,74012,36.0451176,-95.8491329
Broken Arrow,OK,74012,36.058129,-95.817643
Broken Arrow,OK,74012,36.076136,-95.775883
Broken Arrow,OK,74014,36.0667429,-95.7428452
Broken Bow,OK,74728,34.0223133,-94.7379574
Brookfield,MO,64628,39.767807,-93.072718
Brookhaven,MS,39601,31.582156,-90.468421
Brookings,SD,57006,44.314414,-96.765997
Brooklyn,CT,6234,41.799019,-71.913375
Brooklyn Center,MN,55430,45.0563683,-93.3162617
Brooklyn Park,MN,55445,45.100635,-93.385189
Brooksville,FL,34601,28.537096,-82.407398
Brooksville,FL,34613,28.531095,-82.505657
Broomfield,CO,80020,39.91673,-105.046458
Broomfield,CO,80021,39.9259055,-105.1362376
Broussard,LA,70518,30.144151,-91.943449
Brown Deer,WI,53223,43.179211,-87.988185
Brownsburg,IN,46112,39.859194,-86.39654
Brownsville,TN,38012,35.5867,-89.238093
Brownsville,TX,78520,25.975195,-97.520341
Brownsville,TX,78521,25.925047,-97.47699
Brownsville,TX,78526,25.9524,-97.480925
Brownwood,TX,76801,31.731877,-98.981832
Brunswick,GA,31520,31.193456,-81.487474
Brunswick,GA,31525,31.212801,-81.485464
Brunswick,ME,4011,43.907103,-69.90761
Bryan,OH,43506,41.459818,-84.546879
Bryan,TX,77802,30.6574,-96.330396
Bryan,TX,77807,30.6319927,-96.3819255
Bryant,AR,72022,34.624206,-92.494451
Buckeye,AZ,85326,33.436922,-112.560303
Buckhannon,WV,26201,38.998038,-80.234958
Bucyrus,OH,44820,40.810114,-82.946237
Buda,TX,78610,30.086635,-97.825017
Buena Park,CA,90620,33.84467,-117.986649
Buffalo,MN,55313,45.189871,-93.878478
Buffalo,MO,65622,37.6390437,-93.1061393
Buford,GA,30519,34.078384,-83.921922
Buford,GA,30519,34.08896,-83.989918
Bullhead City,AZ,86442,35.082534,-114.5943
Burbank,CA,91502,34.188222,-118.32521
Burke,VA,22015,38.789177,-77.299815
Burleson,TX,76028,32.527749,-97.337823
Burleson,TX,76028,32.5377974,-97.3613042
Burley,ID,83318,42.56033,-113.789812
Burlington,NC,27215,36.07209,-79.499
Burlington,NC,27217,36.091156,-79.403377
Burlington,NJ,8016,40.047499,-74.8427
Burlington,WI,53105,42.703441,-88.254122
Burnsville,MN,55337,44.781099,-93.286082
Burton,MI,48509,43.022948,-83.600861
Bushnell,FL,33513,28.66579,-82.139288
Butler,MO,64730,38.254537,-94.356466
Butler,PA,16001,40.878144,-79.943131
Butte,MT,59701,45.963776,-112.510563
Byram,MS,39272,32.185505,-90.264498
Cabot,AR,72023,34.9533761,-92.0069825
Cabot,AR,72023,34.976507,-92.040706
Cadillac,MI,49601,44.284128,-85.3986136
Caguas,PR,725,18.246813,-66.015936
Cahokia,IL,62206,38.556061,-90.166315
Cairo,GA,39828,30.8870711,-84.2035475
Calais,ME,4619,45.174965,-67.2791215
Caldwell,ID,83605,43.632192,-116.690869
Caldwell,ID,83607,43.631125,-116.646208
Caldwell,TX,77836,30.539125,-96.700254
Calera,AL,35040,33.146252,-86.751885
Calexico,CA,92231,32.697644,-115.496576
Calhoun,GA,30701,34.479327,-84.945512
California,MD,20619,38.292897,-76.503334
Callaway,FL,32404,30.161539,-85.593254
Camarillo,CA,93010,34.217292,-119.074618
Cambridge,MD,21613,38.553228,-76.052755
Cambridge,MN,55008,45.570271,-93.197832
Cambridge,OH,43725,39.989348,-81.576671
Camby,IN,46113,39.642195,-86.328093
Camden,AR,71701,33.567239,-92.836856
Camden,DE,19934,39.102742,-75.546151
Camden,SC,29020,34.250827,-80.649858
Camden,TN,38320,36.088711,-88.108643
Camdenton,MO,65020,38.025748,-92.722992
Cameron,MO,64429,39.758116,-94.231503
Cameron,NC,28326,35.244075,-79.026176
Camilla,GA,31730,31.23577,-84.198478
Camillus,NY,13031,43.037822,-76.272331
Camp Hill,PA,17011,40.224885,-76.928412
Campbellsville,KY,42718,37.345868,-85.373597
Canal Winchester,OH,43110,39.852214,-82.824082
Canandaigua,NY,14424,42.876081,-77.23991
Canon City,CO,81212,38.448662,-105.191452
Canovanas,PR,729,18.380312,-65.889788
Canton,GA,30114,34.255416,-84.461178
Canton,IL,61520,40.592292,-90.033266
Canton,MI,48187,42.325448,-83.43034
Canton,MI,48188,42.268866,-83.488859
Canton,MS,39046,32.595986,-90.073021
Canton,OH,44705,40.8339887,-81.3291634
Canton,OH,44708,40.7940473,-81.4220487
Canton,TX,75103,32.543138,-95.854291
Canyon,TX,79015,34.998002,-101.922569
Cape Coral,FL,33909,26.671878,-81.928813
Cape Coral,FL,33914,26.578921,-81.991899
Cape Coral,FL,33990,26.62088,-81.937051
Cape Coral,FL,33991,26.649591,-81.984658
Cape Girardeau,MO,63701,37.30124,-89.585833
Cape Girardeau,MO,63701,37.305132,-89.549208
Carbondale,IL,62901,37.738565,-89.186886
Carencro,LA,70520,30.3192,-92.0305
Carlinville,IL,62626,39.267994,-89.894417
Carlisle,PA,17013,40.189328,-77.194327
Carlsbad,NM,88220,32.393959,-104.222987
Carlyle,IL,62231,38.629436,-89.376727
Carmel,IN,46033,40.006534,-86.123747
Carmi,IL,62821,38.073728,-88.190385
Carmichael,CA,95608,38.6625991,-121.3249003
Carnegie,PA,15106,40.38679,-80.096233
Caro,MI,48723,43.500863,-83.384718
Carolina,PR,987,18.3938234,-65.9970306
Carpentersville,IL,60110,42.119505,-88.261654
Carrizo Springs,TX,78834,28.542786,-99.848551
Carroll,IA,51401,42.081336,-94.893106
Carrollton,GA,30117,33.5432197,-85.0772931
Carrollton,KY,41008,38.658921,-85.128316
Carrollton,TX,75006,32.982646,-96.910225
Carrollton,TX,75006,32.985871,-96.905861
Carrollton,TX,75007,33.018007,-96.916108
Carson,CA,90746,33.8483863,-118.2634793
Carson City,NV,89705,39.111782,-119.778406
Carson City,NV,89706,39.18721,-119.757584
Cartersville,GA,30121,34.202913,-84.787531
Carthage,MO,64836,37.141958,-94.313292
Carthage,MS,39051,32.7258051,-89.5474174
Carthage,TN,37030,36.245588,-85.939041
Carthage,TX,75633,32.168984,-94.368699
